LAPORAN KAS BCA DISMA BULAN JANUARI 2026;;;;;;
;;;;;;
TGL;KETERANGAN;SALDO AWAL;KAS MASUK;KAS KELUAR;SALDO AKHIR;
;;;;;;
;; Rp	10.859.879,30 ;;; Rp	10.859.879,30 ;
;Service Mobil Grandmax TCL 17Januari'26;;; Rp	10.000,00 ; Rp	4.345.902,30 ;
;Pembelian Salted Egg Yolk Golden Isi 20Pcs 20Pack Shopee 19Januari'26;;; Rp	2.059.800,00 ; Rp	2.286.102,30 ;
;Pembelian Cetakan Nama Disma Fresh Untuk Keranjang 19Januari'26;;; Rp	46.308,00 ; Rp	2.239.794,30 ;
;Disma Operasional Cost Dari Bank Bri;; Rp	20.000.000,00 ;; Rp	22.239.794,30 ;
;Pembelian Windmolen Cocoa Powder@165Gr 10Pack Shopee 19Januari'26;;; Rp	360.197,00 ; Rp	21.879.597,30 ;
;Uang Belanja Hilman 20Januari'26;;; Rp	9.500.000,00 ; Rp	12.379.597,30 ;
;Pembelian Lestari 20Januari'25;;; Rp	1.455.000,00 ; Rp	10.924.597,30 ;
;Marketing;;; Rp	888.000,00 ; Rp	10.036.597,30 ;
20-Jan;Pembelian Syrup Monin Leci@700Ml 2Btl Tokopedia 20Januari'26;;; Rp	277.500,00 ; Rp	9.759.097,30 ;
;Pembelian Kantong Palstik Pex Bawang Uk20 10Pack Shopee 20Januari'26;;; Rp	129.700,00 ; Rp	9.629.397,30 ;
;Pembelian Mie Cap Kemudi@500Gr 5Pack Shopee 20Januari'26;;; Rp	142.140,00 ; Rp	9.487.257,30 ;
;Marketing;;; Rp	50.000,00 ; Rp	9.437.257,30 ;
;Pembelian Diamond Uht Full Cream@1Liter 12Pack Shopee 20Januari'26;;; Rp	231.712,00 ; Rp	9.205.545,30 ;
;Pembelian Safira 20Januari'25;;; Rp	795.000,00 ; Rp	8.410.545,30 ;
;Pembelian Delta Adib 20Januari'26;;; Rp	350.000,00 ; Rp	8.060.545,30 ;
;Uang Belanja Hilman 20Januari'26;;; Rp	517.000,00 ; Rp	7.543.545,30 ;
;Tagihan Kyo Jatiwaringin 8-14Desember'25 & Tagihan Kyo Astha 15-21Desember'25;; Rp	3.058.000,00 ;; Rp	10.601.545,30 ;
;Pembelian Kewpie Mayo Base Type@3Kg 1Pack Shopee 20Januari'26;;; Rp	134.700,00 ; Rp	10.466.845,30 ;
;Marketing;;; Rp	101.000,00 ; Rp	10.365.845,30 ;
;Pembelian Kewpie Wijen Sangrai@1Liter 1Pack 20Januari'26;;; Rp	90.030,00 ; Rp	10.275.815,30 ;
;Uang Belanja Hilman 21Januari'26;;; Rp	9.500.000,00 ; Rp	775.815,30 ;
;Uang Harian Pak Ifan 20Januari'26;;; Rp	150.000,00 ; Rp	625.815,30 ;
21-Jan;Disma Operasional Cost Dari Bank Bri;; Rp	50.000.000,00 ;; Rp	50.625.815,30 ;
;Pembelian Corn Karnel Golden Farm@500Gr 5Pack Shopee 21Januari'26;;; Rp	134.700,00 ; Rp	50.491.115,30 ;
;Pembelian Pulsa Hp Admin Kantor 21Januari'26;;; Rp	27.000,00 ; Rp	50.464.115,30 ;
;Pembelian Lestari 21Januari'26;;; Rp	825.000,00 ; Rp	49.639.115,30 ;
;Pembelian Segar Global 21Januari'26;;; Rp	637.500,00 ; Rp	49.001.615,30 ;
;Pembelian Delta Adib 21Januari'26;;; Rp	367.500,00 ; Rp	48.634.115,30 ;
;Pembelian Safira 21Januari'25;;; Rp	780.000,00 ; Rp	47.854.115,30 ;
;Pembelian Daya Farm 5-10Januari'26;;; Rp	23.914.000,00 ; Rp	23.940.115,30 ;
;Pembelian Bertoli Balsamic Vinager@500Gr 1Btl Shopee 21Januari'26;;; Rp	69.000,00 ; Rp	23.871.115,30 ;
;Uang Belanja Hilman 21Januari'26;;; Rp	513.000,00 ; Rp	23.358.115,30 ;
;Pembelian Mc Chain Spriral Twister Curly@1,8Kg 5Pack Shopee 21Januari'26;;; Rp	671.250,00 ; Rp	22.686.865,30 ;
;Pembelian Kentang Aviko Straight Cut@2,5Kg 5Pack Shopee 21Januari'26;;; Rp	302.200,00 ; Rp	22.384.665,30 ;
;Pembelian Kentang Aviko Straight Cut@2,5Kg 5Pack Shopee 21Januari'26;;; Rp	310.000,00 ; Rp	22.074.665,30 ;
;Pembelian Kentang Aviko Straight Cut@2,5Kg 5Pack Shopee 21Januari'26;;; Rp	310.000,00 ; Rp	21.764.665,30 ;
;Pembelian Kentang Aviko Straight Cut@2,5Kg 5Pack Shopee 21Januari'26;;; Rp	320.200,00 ; Rp	21.444.465,30 ;
;Pembelian Beras Thai Farm Hom Mali@5Kg 4Krg Shopee 21Januari'26;;; Rp	925.800,00 ; Rp	20.518.665,30 ;
;Marketing;;; Rp	100.000,00 ; Rp	20.418.665,30 ;
;Biaya Bank;;; Rp	2.500,00 ; Rp	20.416.165,30 ;
;Pembelian Beras Hanaro@5Kg 2Krg Shopee 21Januari'26;;; Rp	445.000,00 ; Rp	19.971.165,30 ;
;Pembelian Milac Gold Cooking Cream@1Ltr 1Pack Shopee 21Januari'26;;; Rp	87.500,00 ; Rp	19.883.665,30 ;
;Uang Operasional Rifai 21Januari'25;;; Rp	22.000,00 ; Rp	19.861.665,30 ;
;Pembelian Lestari 21Januari'26;;; Rp	370.000,00 ; Rp	19.491.665,30 ;
;Pembelian Daya Farm 5-10Januari'26;;; Rp	700.000,00 ; Rp	18.791.665,30 ;
;Uang Belanja Hilman 22Januari'26;;; Rp	8.500.000,00 ; Rp	10.291.665,30 ;
22-Jan;Pembelian Tissue Plenty Kitchen Towel Rolls@2Pcs 24Pack Tokopedia 22Januari'25;;; Rp	333.600,00 ; Rp	9.958.065,30 ;
;Pembelian Susu Kental Manis Coklat Cap Enak@370Gr 48Can Tokpedia 22Januari'26;;; Rp	622.900,00 ; Rp	9.335.165,30 ;
;Kembalian Uang Belanja Hilman 18Januari'26;; Rp	502.000,00 ;; Rp	9.837.165,30 ;
;Kembalian Uang Belanja Hilman 16Januari'26;; Rp	409.000,00 ;; Rp	10.246.165,30 ;
;Kembalian Uang Belanja Hilman 22Januari'26;; Rp	1.381.000,00 ;; Rp	11.627.165,30 ;
;Pembelian Pulsa Hp Admin Kantor 22Januari'26 (Untuk Hotspot);;; Rp	27.000,00 ; Rp	11.600.165,30 ;
;Pembelian Beras Hanaro@5Kg 1Krg Shopee 22Januari'26;;; Rp	180.700,00 ; Rp	11.419.465,30 ;
;Pembelian Pak Yana 22Januari'26;;; Rp	1.050.000,00 ; Rp	10.369.465,30 ;
;Pembelian Delta Adib 22Januari'26;;; Rp	367.500,00 ; Rp	10.001.965,30 ;
;Pembelian Safira 22Januari'25;;; Rp	395.000,00 ; Rp	9.606.965,30 ;
;Pengembalian Kelebihan Uang Trf Belanja Hilman 22Januari'26;;; Rp	202.000,00 ; Rp	9.404.965,30 ;
;Pembelian Mc Chain Spriral Twister Curly@1,8Kg 10Pack Shopee 22Januari'26;;; Rp	1.574.000,00 ; Rp	7.830.965,30 ;
;Pembelian Mc Chain Spriral Twister Curly@1,8Kg 10Pack Shopee 22Januari'26;;; Rp	1.448.400,00 ; Rp	6.382.565,30 ;
;Pembelian Beras Thai Farm Hom Mali@5Kg 2Krg Shopee 22Januari'26;;; Rp	505.000,00 ; Rp	5.877.565,30 ;
;Uang Lembur Rifai 21Januari'26;;; Rp	50.000,00 ; Rp	5.827.565,30 ;
;Uang Lembur Bagus 21Januari'26;;; Rp	50.000,00 ; Rp	5.777.565,30 ;
;Uang Lembur Sifa 21Januari'26;;; Rp	50.000,00 ; Rp	5.727.565,30 ;
;Uang Belanja Hilman 23Januari'26;;; Rp	4.500.000,00 ; Rp	1.227.565,30 ;
;Pembelian Lestari 23Januari'25;;; Rp	690.000,00 ; Rp	537.565,30 ;
23-Jan;Pembelian Condy Lemon Concentrate@200Ml 5Btl Shopee 23Januari'26;;; Rp	124.700,00 ; Rp	412.865,30 ;
;Pembelian Gula Cair Frutoksa@1Liter 4Jrg Shopee 23Januari'26;;; Rp	344.000,00 ; Rp	68.865,30 ;
;Disma Operasional Cost Dari Bank Bri;; Rp	12.000.000,00 ;; Rp	12.068.865,30 ;
;Uang Harian Pak Ifan 22Januari'26;;; Rp	150.000,00 ; Rp	11.918.865,30 ;
;Pembelian Bertoli Balsamic Vinager@500Gr 1Btl Shopee 23Januari'26;;; Rp	70.000,00 ; Rp	11.848.865,30 ;
;Pembelian Pak Yana 23Januari'26;;; Rp	1.050.000,00 ; Rp	10.798.865,30 ;
;Pembelian Delta Adib 23Januari'26;;; Rp	630.000,00 ; Rp	10.168.865,30 ;
;Uang Belanja Hilman 23Januari'26;;; Rp	1.491.000,00 ; Rp	8.677.865,30 ;
;Disma Operasional Cost Dari Bank Bri;; Rp	90.000.000,00 ;; Rp	98.677.865,30 ;
;Pembelian Aldiansyah 2-11Januari'26;;; Rp	68.436.500,00 ; Rp	30.241.365,30 ;
;Uang Belanja Bagus 23Januari'26;;; Rp	500.000,00 ; Rp	29.741.365,30 ;
;Uang Belanja Bagus 23Januari'26;;; Rp	300.000,00 ; Rp	29.441.365,30 ;
;Pembelian Milac Gold Cooking Cream@1Ltr 19Pack Shopee 23Januari'26;;; Rp	1.384.920,00 ; Rp	28.056.445,30 ;
;Pembelian Diamond Uht Milk Palin@1Liter 7Pack Shopee 23Januari'26;;; Rp	151.659,00 ; Rp	27.904.786,30 ;
;Pembelian Suminto 3-6Jan'26;;; Rp	825.000,00 ; Rp	27.079.786,30 ;
;Uang Belanja Hilman 24Januari'26;;; Rp	7.000.000,00 ; Rp	20.079.786,30 ;
;Pembelian Lestari 24Januari'25;;; Rp	610.000,00 ; Rp	19.469.786,30 ;
24-Jan;Marketing;;; Rp	50.000,00 ; Rp	19.419.786,30 ;
;Pembelian Delta Adib 24Januari'26;;; Rp	210.000,00 ; Rp	19.209.786,30 ;
;Pembelian Pak Yana 24Januari'26;;; Rp	1.050.000,00 ; Rp	18.159.786,30 ;
;Pembelian Safira 24Januari'25;;; Rp	395.000,00 ; Rp	17.764.786,30 ;
;Uang Belanja Hilman 25Januari'26;;; Rp	3.500.000,00 ; Rp	14.264.786,30 ;
;Uang Belanja Hilman 26Januari'26;;; Rp	2.500.000,00 ; Rp	11.764.786,30 ;
;Uang Lembur Rifai 23Januari'26;;; Rp	50.000,00 ; Rp	11.714.786,30 ;
;Uang Operasional Rifai 24Januari'25;;; Rp	50.000,00 ; Rp	11.664.786,30 ;
26-Jan;Pembelian Sofian 25Jan'26;;; Rp	472.500,00 ; Rp	11.192.286,30 ;
;Pembelian Safira 25Januari'25;;; Rp	395.000,00 ; Rp	10.797.286,30 ;
;Uang Belanja Hilman 25Januari'26;;; Rp	208.000,00 ; Rp	10.589.286,30 ;
;Uang Belanja Hilman 26Januari'26;;; Rp	5.390.000,00 ; Rp	5.199.286,30 ;
;Pembelian Hijrah Food 26Januari'26;;; Rp	475.000,00 ; Rp	4.724.286,30 ;
;Pembelian Lestari 26Januari'25;;; Rp	1.220.000,00 ; Rp	3.504.286,30 ;
;Uang Operasional Rifai 26Januari'25;;; Rp	22.000,00 ; Rp	3.482.286,30 ;
;Pembelian Delta Adib 26Januari'26;;; Rp	175.000,00 ; Rp	3.307.286,30 ;
;Disma Operasional Cost Dari Bank Bri;; Rp	10.000.000,00 ;; Rp	13.307.286,30 ;
;Pembelian Sofian 27Jan'26;;; Rp	472.500,00 ; Rp	12.834.786,30 ;
;Uang Harian Pak Ifan 26Januari'26;;; Rp	150.000,00 ; Rp	12.684.786,30 ;
;Uang Lembur Rifai 24&26 Januari'26;;; Rp	100.000,00 ; Rp	12.584.786,30 ;
;Uang Lembur Sandi 25&26 Januari'26;;; Rp	100.000,00 ; Rp	12.484.786,30 ;
;Pembelian Lestari 27Januari'25;;; Rp	825.000,00 ; Rp	11.659.786,30 ;
;Uang Belanja Hilman 27Januari'26;;; Rp	10.000.000,00 ; Rp	1.659.786,30 ;
;Uang Lembur Bagus 25&26 Januari'26;;; Rp	100.000,00 ; Rp	1.559.786,30 ;
;Uang Lembur Sifa 26 Januari'26;;; Rp	50.000,00 ; Rp	1.509.786,30 ;
27-Jan;Disma Operasional Cost Dari Bank Bri;; Rp	30.000.000,00 ;; Rp	31.509.786,30 ;
;Pembelian Hijrah Food 27Januari'26;;; Rp	1.353.750,00 ; Rp	30.156.036,30 ;
;Pembelian Safira 27Januari'25;;; Rp	780.000,00 ; Rp	29.376.036,30 ;
;Uang Harian Lalamove Pak Purnomo 27Januari'26;;; Rp	100.000,00 ; Rp	29.276.036,30 ;
;Pembelian Pak Yana 27Januari'26;;; Rp	1.050.000,00 ; Rp	28.226.036,30 ;
;Pembelian Delta Adib 27Januari'26;;; Rp	420.000,00 ; Rp	27.806.036,30 ;
;Pembelian Maple Joe@250Gr 5Btl Shopee 27Januari'26;;; Rp	507.700,00 ; Rp	27.298.336,30 ;
;Pembelian Sos Karbol Anti Bacterial@4Ltr 3Jrg Shopee 27Januari'26;;; Rp	128.293,00 ; Rp	27.170.043,30 ;
;Pembelian Tissue Hand ToweL Brown@20Pack 6Ctn Shopee 27Januari'26;;; Rp	716.950,00 ; Rp	26.453.093,30 ;
;Pembelian Grapesed Oil Borges@1Liter 6Btl Shopee 27Januari'26;;; Rp	824.949,00 ; Rp	25.628.144,30 ;
;Pembelian Agro Boga 27Januari'26;;; Rp	1.540.000,00 ; Rp	24.088.144,30 ;
;Biaya Bank;;; Rp	2.500,00 ; Rp	24.085.644,30 ;
;Pembelian BakingLand 27Januari'26;;; Rp	1.732.000,00 ; Rp	22.353.644,30 ;
;Pembelian Toko Rafflesia 27Januari'26;;; Rp	77.500,00 ; Rp	22.276.144,30 ;
;Uang Belanja Bagus 27Januari'26;;; Rp	300.000,00 ; Rp	21.976.144,30 ;
;Pembelian Beras Petruk@20Kg 1Krg Shopee 27Januari'26;;; Rp	350.800,00 ; Rp	21.625.344,30 ;
;Kembelian Uang Belanja Bagus 27Januari'26;; Rp	26.300,00 ;; Rp	21.651.644,30 ;
;Pembelian Sofian 28Jan'26;;; Rp	472.500,00 ; Rp	21.179.144,30 ;
;Uang Belanja Hilman 28Januari'26;;; Rp	7.000.000,00 ; Rp	14.179.144,30 ;
;Pembelian Lampu Kantor 27Januari'26;;; Rp	255.560,00 ; Rp	13.923.584,30 ;
;Uang Harian Lalamove Pak Purnomo 27Januari'26;;; Rp	300.000,00 ; Rp	13.623.584,30 ;
28-Jan;Uang Belanja Hilman 27Januari'26;;; Rp	1.949.000,00 ; Rp	11.674.584,30 ;
;Pembelian Safira 28Januari'25;;; Rp	1.170.000,00 ; Rp	10.504.584,30 ;
;Uang Operasional Rifai 28Januari'25;;; Rp	302.000,00 ; Rp	10.202.584,30 ;
;Marketing;;; Rp	50.000,00 ; Rp	10.152.584,30 ;
;Bayar Sampah Puing Puing Pak Harwin 28Januari'26;;; Rp	250.000,00 ; Rp	9.902.584,30 ;
;Pembelian Pak Yana 28Januari'26;;; Rp	1.050.000,00 ; Rp	8.852.584,30 ;
;Uang Belanja Hilman 28Januari'26;;; Rp	277.000,00 ; Rp	8.575.584,30 ;
;Pembelian Segar Global 28Januari'26;;; Rp	780.000,00 ; Rp	7.795.584,30 ;
;Uang Harian Pak Ifan 27Januari'26;;; Rp	150.000,00 ; Rp	7.645.584,30 ;
;Iuran Bulanan RT Bulan Januari-Juni'26;;; Rp	340.000,00 ; Rp	7.305.584,30 ;
;Biaya Bank;;; Rp	2.500,00 ; Rp	7.303.084,30 ;
;Disma Operasional Cost Dari Bank Bri;; Rp	145.000.000,00 ;; Rp	152.303.084,30 ;
;Pembelian Lumbira 5-10Januari'25;;; Rp	39.252.000,00 ; Rp	113.051.084,30 ;
;Pembelian Tasmi Fresh 3-10Jan'26;;; Rp	56.660.000,00 ; Rp	56.391.084,30 ;
;Pengembalian Dana Angel Investor 23Des'25;;; Rp	20.400.000,00 ; Rp	35.991.084,30 ;
;Pembelian Reyhan 10Januari'26;;; Rp	29.895.000,00 ; Rp	6.096.084,30 ;
;Pengembalian Salah Transfer Dana Angel Investor 23Des'25;; Rp	20.400.000,00 ;; Rp	26.496.084,30 ;
;Marketing;;; Rp	664.125,00 ; Rp	25.831.959,30 ;
;Kembalian Uang Operasional Rifai 28Januari'26;; Rp	50.000,00 ;; Rp	25.881.959,30 ;
;Pembelian Milac Gold Cooking Cream@1Ltr 1Pack Shopee 28Januari'26;;; Rp	83.375,00 ; Rp	25.798.584,30 ;
;Pembelian Java Cocoa Powder Classic @1Kg 1Pack Shopee 28Januari'26;;; Rp	237.990,00 ; Rp	25.560.594,30 ;
;Uang Belanja Hilman 29Januari'26;;; Rp	6.000.000,00 ; Rp	19.560.594,30 ;
;Pembelian Mitra Kirim 28Jan'26;;; Rp	432.000,00 ; Rp	19.128.594,30 ;
;Marketing;;; Rp	100.000,00 ; Rp	19.028.594,30 ;
29-Jan;Tagihan Daily Bread Cafe 5-11Jan'26;; Rp	1.065.250,00 ;; Rp	20.093.844,30 ;
;Uang Belanja Bagus 29Januari'26;;; Rp	500.000,00 ; Rp	19.593.844,30 ;
;Marketing;;; Rp	160.000,00 ; Rp	19.433.844,30 ;
;Uang Belanja Hilman 29Januari'26;;; Rp	834.000,00 ; Rp	18.599.844,30 ;
;Pembelian Kertas Countinuos Form 3Dus ,Amplop Coklat 3Dus & Pulpen 1Pack 29Jan'26;;; Rp	682.000,00 ; Rp	17.917.844,30 ;
;Pembelian Sparepart Mobil Tcl 29Januari'26;;; Rp	737.000,00 ; Rp	17.180.844,30 ;
;Pembelian Mitra Kirim 29Jan'26;;; Rp	170.400,00 ; Rp	17.010.444,30 ;
;Uang Lembur Rifai 27 & 29 Januari'26;;; Rp	100.000,00 ; Rp	16.910.444,30 ;
;Uang Belanja Hilman 30Januari'26;;; Rp	3.000.000,00 ; Rp	13.910.444,30 ;
30-Jan;Pembelian Salted Egg Yolk Golden Isi 20Pcs 20Pack Shopee 30Januari'26;;; Rp	2.247.750,00 ; Rp	11.662.694,30 ;
;Marketing;;; Rp	50.000,00 ; Rp	11.612.694,30 ;
;Uang Lembur Bagus 30Januari'26;;; Rp	50.000,00 ; Rp	11.562.694,30 ;
;Pembelian Monin Syrup Hazelnut@700Ml 1Btl Tokopedia 30Januari'26;;; Rp	139.350,00 ; Rp	11.423.344,30 ;
;Pembelian Milac Gold Cooking Cream@1Ltr 2Pack Tokopedia 30Januari'26;;; Rp	144.000,00 ; Rp	11.279.344,30 ;
;Marketing;;; Rp	149.500,00 ; Rp	11.129.844,30 ;
;Marketing;;; Rp	100.000,00 ; Rp	11.029.844,30 ;
;Uang Operasional Rifai 30Januari'25;;; Rp	22.000,00 ; Rp	11.007.844,30 ;
;Pembelian Reyhan 12Januari'26;;; Rp	5.940.000,00 ; Rp	5.067.844,30 ;
;Disma Operasional Cost Dari Bank Bri;; Rp	20.000.000,00 ;; Rp	25.067.844,30 ;
;Pembelian Tasmi Fresh 2Januari'26;;; Rp	8.190.000,00 ; Rp	16.877.844,30 ;
;Pembelian Suminto 12-13Januari'26;;; Rp	315.000,00 ; Rp	16.562.844,30 ;
;Pembelian Aa Alan 14Januari'26;;; Rp	1.997.000,00 ; Rp	14.565.844,30 ;
;Pembelian DafaFarm 16Januari'26;;; Rp	2.442.000,00 ; Rp	12.123.844,30 ;
;Biaya Bank;;; Rp	2.500,00 ; Rp	12.121.344,30 ;
;Pembelian Delta Adib 30Januari'26;;; Rp	350.000,00 ; Rp	11.771.344,30 ;
;Pembelian Le Mineral@330Ml 2Ctn Shopee 30Januari'26;;; Rp	95.850,00 ; Rp	11.675.494,30 ;
;Uang Belanja Bagus 30Januari'26;;; Rp	230.800,00 ; Rp	11.444.694,30 ;
;Marketing;;; Rp	323.000,00 ; Rp	11.121.694,30 ;
;Uang Belanja Hilman 31Januari'26;;; Rp	3.000.000,00 ; Rp	8.121.694,30 ;
;Service Overhead Mobil Grandmax TCL 30Januari'26;;; Rp	1.940.000,00 ; Rp	6.181.694,30 ;
;Marketing;;; Rp	50.000,00 ; Rp	6.131.694,30 ;
;Tagihan Kyo Jatiwaringin 15-21Desember'25 & Tagihan Kyo Astha 22-28Desember'25;; Rp	2.406.000,00 ;; Rp	8.537.694,30 ;
;Uang Belanja Hilman 31Januari'26;;; Rp	1.200.000,00 ; Rp	7.337.694,30 ;
31-Jan;Pembelian Lestari 31Januari'25;;; Rp	920.000,00 ; Rp	6.417.694,30 ;
;Uang Belanja Hilman 31Januari'26;;; Rp	1.338.000,00 ; Rp	5.079.694,30 ;
;Uang Lembur Sandi 31Januari'26;;; Rp	50.000,00 ; Rp	5.029.694,30 ;
;Disma Operasional Cost Dari Bank Bri;; Rp	25.000.000,00 ;; Rp	30.029.694,30 ;
;Uang Belanja Hilman 1Februari'26;;; Rp	2.500.000,00 ; Rp	27.529.694,30 ;
;Uang Belanja Hilman 2Februari'26;;; Rp	4.000.000,00 ; Rp	23.529.694,30 ;
;Uang Operasional Rifai 31Januari'25;;; Rp	52.000,00 ; Rp	23.477.694,30 ;
;Bunga;; Rp	120,01 ;; Rp	23.477.814,31 ;
;Pajak;;; Rp	24,00 ; Rp	23.477.790,31 ;
;;;;;;
;;;;;;
;Saldo Awal :; Rp	10.859.879,30 ;;;;
;Mutasi Kredit :; Rp	1.063.404.989,01 ;;;;
;Mutasi Debet :; Rp	1.050.787.078,00 ;;;;
;Saldo Akhir :; Rp	23.477.790,31 ;;;;


LAPORAN KAS BCA DISMA BULAN FEBRUARI 2026;;;;;;
;;;;;;
TGL;KETERANGAN;SALDO AWAL;KAS MASUK;KAS KELUAR;SALDO AKHIR;
;;;;;;
;; Rp	23.477.790,31 ;;; Rp	23.477.790,31 ;
01-Feb;Uang Belanja Hilman 2Februari'26;;; Rp	2.000.000,00 ; Rp	21.477.790,31 ;
02-Feb;Uang Belanja Hilman 2Februari'26;;; Rp	2.000.000,00 ; Rp	19.477.790,31 ;
;Pembelian Safira 2Februari'26;;; Rp	1.185.000,00 ; Rp	18.292.790,31 ;
;Uang Belanja Hilman 1Februari'26;;; Rp	1.405.000,00 ; Rp	16.887.790,31 ;
;Disma Operasional Cost Dari Bank Bri;; Rp	8.000.000,00 ;; Rp	24.887.790,31 ;
;Pembelian Pak Andi 2Februari'26;;; Rp	17.250.000,00 ; Rp	7.637.790,31 ;
;Pembelian Pak Yana 1 Februari'26;;; Rp	1.050.000,00 ; Rp	6.587.790,31 ;
;Uang Belanja Hilman 2Februari'26;;; Rp	1.424.000,00 ; Rp	5.163.790,31 ;
;Pembelian Diamond Fresh Milik Plain @1Liter 24 Pack Shopee 2Februari'26;;; Rp	446.850,00 ; Rp	4.716.940,31 ;
;Kouta Internet Rifai Bulan Februari'26;;; Rp	100.000,00 ; Rp	4.616.940,31 ;
;Kembalian Uang Belanja Hilman 30Januari'26;; Rp	659.000,00 ;; Rp	5.275.940,31 ;
;Uang Operasional Rifai 2Februari'26;;; Rp	22.000,00 ; Rp	5.253.940,31 ;
;Uang Harian Pak Ifan 2Februari'26;;; Rp	150.000,00 ; Rp	5.103.940,31 ;
;Pembelian Diamond Uht Full Cream@1Liter 36Pack Shopee 2Februari'26;;; Rp	682.045,00 ; Rp	4.421.895,31 ;
;Pembelian Sofian 3Februari'26;;; Rp	472.500,00 ; Rp	3.949.395,31 ;
;Uang Belanja Hilman 3Februari'26;;; Rp	3.850.000,00 ; Rp	99.395,31 ;
03-Feb;Disma Operasional Cost Dari Bank Bri;; Rp	11.000.000,00 ;; Rp	11.099.395,31 ;
;Pembelian Mc Chain Curly Fries@1.8Kg 10Pack Shopee 3Februari'26;;; Rp	1.374.000,00 ; Rp	9.725.395,31 ;
;Pembelian Kentang Aviko Straight Cut@2,5Kg 2Pack Shopee 3Februari'26;;; Rp	124.880,00 ; Rp	9.600.515,31 ;
;Pembelian Beras Thai Farmer Hom Mali @5kg 2Krg Shopee 3Februari'26;;; Rp	515.200,00 ; Rp	9.085.315,31 ;
;Pembelian Safira 3Februari'26;;; Rp	395.000,00 ; Rp	8.690.315,31 ;
;Pembelian Agro Boga 3Februari'26;;; Rp	1.540.000,00 ; Rp	7.150.315,31 ;
;Biaya Bank;;; Rp	2.500,00 ; Rp	7.147.815,31 ;
;Disma Operasional Cost Dari Bank Bri;; Rp	20.000.000,00 ;; Rp	27.147.815,31 ;
;Uang Belanja Hilman 3Februari'26;;; Rp	2.000.000,00 ; Rp	25.147.815,31 ;
;Pembelian Pak Yana 3 Februari'26;;; Rp	1.050.000,00 ; Rp	24.097.815,31 ;
;Pembelian Delta Adib 3Februari'26;;; Rp	210.000,00 ; Rp	23.887.815,31 ;
;Pembelian Cap Kemudi@500Gr 5Pack  Shopee 3Februari'26;;; Rp	131.196,00 ; Rp	23.756.619,31 ;
;Pembelian Struk Thermal 80x80 24Roll Shopee 3Februari'26;;; Rp	328.300,00 ; Rp	23.428.319,31 ;
;Pembelian Hijrah Food 3Februari'26;;; Rp	1.353.750,00 ; Rp	22.074.569,31 ;
;Pembelian Sofian 4Februari'26;;; Rp	472.500,00 ; Rp	21.602.069,31 ;
;Uang Belanja Hilman 4Februari'26;;; Rp	7.500.000,00 ; Rp	14.102.069,31 ;
;Pembelian Lestari 4Februari;;; Rp	2.060.000,00 ; Rp	12.042.069,31 ;
04-Feb;Marketing;;; Rp	200.000,00 ; Rp	11.842.069,31 ;
;Kasbon AA Utom 4Februari'26;;; Rp	250.000,00 ; Rp	11.592.069,31 ;
;Marketing;;; Rp	190.000,00 ; Rp	11.402.069,31 ;
;Pembelian Kecap Manis Anggur@5Liter 2Jrg Shopee 4Februari'26;;; Rp	343.160,00 ; Rp	11.058.909,31 ;
;Pembelian Pak Yana 4 Februari'26;;; Rp	1.050.000,00 ; Rp	10.008.909,31 ;
;Pembelian Safira 4Februari'26;;; Rp	790.000,00 ; Rp	9.218.909,31 ;
;Pembelian Galon 5Pcs 4Februari'26;;; Rp	45.000,00 ; Rp	9.173.909,31 ;
;Marketing;;; Rp	217.140,00 ; Rp	8.956.769,31 ;
;Marketing;;; Rp	185.250,00 ; Rp	8.771.519,31 ;
;Uang Operasional Rifai 4Februari'26;;; Rp	22.000,00 ; Rp	8.749.519,31 ;
;Uang Lembur Rifai 3Februari'26;;; Rp	50.000,00 ; Rp	8.699.519,31 ;
;Uang Belanja Hilman 4Februari'26;;; Rp	1.658.000,00 ; Rp	7.041.519,31 ;
;Disma Operasional Cost Dari Bank Bri;; Rp	8.000.000,00 ;; Rp	15.041.519,31 ;
;Uang Belanja Hilman 5Februari'26;;; Rp	8.500.000,00 ; Rp	6.541.519,31 ;
;Marketing;;; Rp	300.000,00 ; Rp	6.241.519,31 ;
05-Feb;Pembelian Tissue Plenty Kitchen Towel@2Pcs 24Pack Tokopedia 5Februari'26;;; Rp	333.600,00 ; Rp	5.907.919,31 ;
;Pembelian Nescafe Classic@200Gr 5Jar Shopee 5Februari'26;;; Rp	530.680,00 ; Rp	5.377.239,31 ;
;Uang Operasional Rifai 5Februari'26;;; Rp	52.000,00 ; Rp	5.325.239,31 ;
;Uang Lembur Rifai 4Februari'26;;; Rp	50.000,00 ; Rp	5.275.239,31 ;
;Pembelian Safira 5Februari'26;;; Rp	800.000,00 ; Rp	4.475.239,31 ;
;Uang Belanja Hilman 5Februari'26;;; Rp	1.061.000,00 ; Rp	3.414.239,31 ;
;Pembelian Pak Yana 5 Februari'26;;; Rp	700.000,00 ; Rp	2.714.239,31 ;
;Disma Operasional Cost Dari Bank Bri;; Rp	15.000.000,00 ;; Rp	17.714.239,31 ;
;Marketing;;; Rp	258.433,00 ; Rp	17.455.806,31 ;
;Uang Belanja Hilman 6Februari'26;;; Rp	5.000.000,00 ; Rp	12.455.806,31 ;
